name,address,type,lat,lon
Vegetarian Express Cafe,"205 Hougang Street 21, #02-04, Heartland Mall, Singapore",restaurant,1.359414,103.88516
UniqArts and Technologies - Hougang,"203 Hougang Street 21, Singapore",art_gallery,1.357428,103.884693
Yokawa Trading,"19 Kovan Rd, Singapore",car_dealer,1.36,103.883357
Suite Sound Pte Ltd,"17 Simon Rd, Singapore",store,1.361894,103.885768
Pc Components Pte Ltd,"204 Hougang Street 21, Singapore",electronics_store,1.358853,103.884919
Visual ID Pte Ltd,"Lowland Rd, Singapore",home_goods_store,1.3613,103.88323
RB\'S Beauty Parlour,"3 Simon Rd, Singapore",beauty_salon,1.361613,103.885978
Emicakes - Kovan,"203 Hougang Street 21, Singapore",bakery,1.357428,103.884693
Cacio e Pepe Cucina Italiana,"3 Chu Lin Rd, Singapore",restaurant,1.358028,103.760273
CCS Asia Pte Ltd,"63 Hillview Ave, Singapore",home_goods_store,1.357614,103.763059
Balik Kampung Spa,"9 Chu Lin Rd Bamboo Grove Park Singapore 669899, Singapore",spa,1.357819,103.760231
Maxmega Electronics Pte Ltd,"63 Hillview Ave, Singapore",electronics_store,1.357614,103.763059
Toy Rental World - Singapore,"1 Bukit Batok Crescent, Singapore",store,1.357084,103.763605
Blossom Berrykidz Centre (Hillview),"21 Chu Lin Rd, Singapore",school,1.357842,103.759783
The Jolly Roger,"15 Chu Lin Rd, Singapore",bar,1.357624,103.76019
saveOne Pte Ltd,Singapore,home_goods_store,1.357084,103.763605
Ocean Ambassador Dive Center Pte. Ltd.,Singapore,travel_agency,1.35773,103.7617
Tigernix Pte Ltd,"63 Hillview Ave, Singapore",electronics_store,1.357134,103.763522
Asencio Trading,"120 Hillview Ave, Singapore",clothing_store,1.356709,103.761705
Krono Original Singapore laminate flooring,"63 Hillview Ave, Singapore",home_goods_store,1.357134,103.763522
Eurosea Trading Enterprises Pte Ltd,"63 Hillview Ave, Singapore",car_dealer,1.357614,103.763059
Kitzig Design Studio Pte Ltd,"63 Hillview Ave, Singapore",home_goods_store,1.357614,103.763059
RxP,"63, Hillview Avenue, #03-09, Lam Soon Industrial Building, Singapore",accounting,1.357465,103.763304
Renold Transmission Ltd,"63 Hillview Avenue, #07-13, Lam Soon Industrial Building, Singapore",store,1.357168,103.763063
Hermes Abrasives Pte Ltd,"63 Hillview Avenue, Singapore",food,1.356885,103.762951
Alico Enterprise Pte Ltd,"120 Hillview Ave, Singapore",store,1.356709,103.761705
Synergix Innovations Pte. Ltd.,"63 Hillview Ave, Singapore",home_goods_store,1.357614,103.763059
Luxon Electronics Pte Ltd,"120 Hillview Ave, Singapore",electronics_store,1.356709,103.761705
Accent Asiatech Pte Ltd,"63 Hillview Ave, Singapore",electronics_store,1.357614,103.763059
VLC Marketing,"1 Jalan Remaja, Singapore",department_store,1.357386,103.761442
PIA Preserve in Aesthetics,Singapore,art_gallery,1.357084,103.763605
Sarpinos Pizzeria - Bukit Batok,"11 Chu Lin Rd, Singapore",food,1.357757,103.760143
SOA Academy Pte Ltd,"1 Jalan Remaja, Singapore",university,1.357386,103.761442
Waterbats,"63 Hillview Ave, Singapore",pet_store,1.357084,103.763605
A & A Removal and Delivery Services - Warehouse,"120 Hillview Ave, Singapore",storage,1.356779,103.761706
Lily Corporation,"63 Hillview Ave, Singapore",finance,1.357084,103.763605
Leconie Design,"55 Hume Ave, Singapore",store,1.356931,103.765022
Kitoons Asia Pte Ltd,"14 Fernhill Rd, Singapore",store,1.314533,103.8256
Hougang Town Council,"701 Hougang Avenue 2 #01-01, Singapore",local_government_office,1.365865,103.890243
Laundry-Maid Pte Ltd,"1030 Upper Serangoon Rd, Singapore",laundry,1.363072,103.888481
King of Kites,"Wing Tai Industrial Centre, 105 Tampines Rd, Singapore",store,1.36151,103.890008
Green Leaves Pte Ltd,"Block 6, Hougang Avenue 3, #01-78, Singapore",spa,1.36231,103.894052
Zhengfei Cultural Education Centre - Hougang Avenue 3,"Block 19, Hougang Avenue 3, #01-00, 530019, Singapore",school,1.363861,103.891789
Sunlove Home Eldercare Centre,"Block 1, Hougang Avenue 3, 530002, Singapore",health,1.364131,103.893013
Medisys Innovation Pte Ltd,"15 Hougang Avenue 3, Singapore",health,1.362725,103.891747
Advance Packaging Industries Pte Ltd,"Wing Tai Industrial Centre, 105 Tampines Rd, Singapore",store,1.36151,103.890008
OCBC ATM,"23 Hougang Avenue 3 #01-281, Singapore",atm,1.364884,103.890689
Fat Cat Cycles,"48 Lorong 1, Realty Park, Singapore",bicycle_store,1.367574,103.890163
Caltex Jalan Ahmad Ibrahim (Reno till 1May),"400 Jalan Ahmad Ibrahim, Singapore",gas_station,1.323189,103.691727
Eastern Sea Engineering Pte Ltd,"12 Benoi Crescent, Singapore",plumber,1.320688,103.692705
Yang Kee Logistics Pte Ltd - Pioneer Walk,"15 Pioneer Walk, Singapore",storage,1.321016,103.69519
ST Synthesis Pte Ltd,"15 Pioneer Walk, Singapore",storage,1.321016,103.69519
Wärtsilä Global Logistic Services,"14 Benoi Crescent, Singapore",storage,1.319879,103.69179
Covidien Private Limited,"15 Pioneer Walk, Singapore",local_government_office,1.321016,103.69519
Weily Carpet Pte Ltd,"15 Pioneer Walk, Singapore",store,1.321016,103.69519
Inferno Global (Private Limited),"21 Senoko Dr, Singapore",furniture_store,1.461235,103.799558
The Animal Doctors Pte. Ltd.,"108 Ang Mo Kio Avenue 4, Singapore",pet_store,1.371119,103.838173
Car Rental Singapore | Cars For Rent & Hire,"blk 114 ang mo kio ave 4, #01-361, Singapore",local_government_office,1.372537,103.836434
Ang Mo Kio Social Service Child Development Centre,"229 Ang Mo Kio Avenue 3, #01-1272, Singapore",school,1.369166,103.838233
Car Inns Insurance Agency,"114 Ang Mo Kio Avenue 4, Singapore",travel_agency,1.372452,103.836012
Mama Online Store,"114 Ang Mo Kio Avenue 4, Singapore",clothing_store,1.37258,103.83696
1Rwave LLP,"104A Ang Mo Kio Street 11, Singapore",electronics_store,1.371784,103.839026
United Veterinary Clinic Pte Ltd,"107 Ang Mo Kio Avenue 4, Singapore",veterinary_care,1.371434,103.83725
German European School Singapore Main Campus,"72 Bukit Tinggi Rd, Singapore",school,1.345949,103.791614
Picotin & Royal Thai Restaurant,"60 Fairways Dr, Singapore",restaurant,1.34554,103.796303
German European School,"Bukit Tinggi Rd, Singapore",school,1.346422,103.791914
Spacare International Pte Ltd,"73 Bukit Tinggi Road, Singapore",spa,1.34617,103.791923
Chinois Spa,"73 Bukit Tinggi Rd, Singapore",spa,1.345831,103.792638
Transview Golf Sdn Bhd - Green Fairways Pro Shop,"60 Fairways Dr, Singapore",store,1.345705,103.796626
Picotin Express Bukit Timah @ Champions Golf,"60 Fairways Dr, Singapore",restaurant,1.345705,103.796626
Umi Sushi - Eunos MRT,"30 Eunos Crescent, Singapore",restaurant,1.319782,103.902892
QB House - Eunos Bus Interchange,"409 Eunos Road 2, Singapore",beauty_salon,1.319399,103.901834
Batam Holidays Travel Pte Ltd,"844 Sims Ave #01-710, Singapore",travel_agency,1.318058,103.901158
Actionsports International,"Block 846, Sims Avenue, #01-746, Singapore",store,1.317623,103.901595
EJH Corner House,"1 Cluny Road, Singapore",restaurant,1.308569,103.818152
Neumind Rethinking School,"6 Sin Ming Road #01-15 Sin Ming Plaza Tower 2, Singapore",school,1.365185,103.831326
Timbis Pte Ltd,"8 Angklong Ln #02-04, Singapore",furniture_store,1.362128,103.830874
Book Editions (Singapore) Pte Ltd,"22 Sin Ming Walk, Singapore",book_store,1.365878,103.830947
Ogopogo,"73 Bussorah St, Singapore",cafe,1.300808,103.860087
MAGIC CARPET LOUNGE,"72 Bussorah St, Singapore",food,1.300942,103.86005
The Pod - Boutique Capsule Hotel,"289 Beach Rd, Singapore",lodging,1.300953,103.860575
Xi Yuan Foot Spa,"4 Pahang St, Singapore",spa,1.301914,103.860766
Diners World Travel Pte Ltd,"7500E Beach Rd, Singapore",travel_agency,1.299883,103.859848
LivinGreens Healthy Lifestyle,"325 Beach Rd, Singapore",restaurant,1.301334,103.861163
Xuanhua Art Gallery,"70 Bussorah St, Singapore",art_gallery,1.300975,103.860025
Next Door Cafe,"699 East Coast Road Singapore 459061, Singapore",cafe,1.30071,103.8599
World Savage,"267 Joo Chiat Pl, Singapore",clothing_store,1.300953,103.859988
Spic & Span - Laundry & Drycleaning Services,"7500A Beach Rd, Singapore",laundry,1.299833,103.860489
Dreamz House,"16 Haji Ln, Singapore",clothing_store,1.300508,103.859394
Jamal Kazura Aromatics,"21 Bussorah St, Singapore",store,1.301443,103.859876
Jamal Kazura Aromatics,"39 Bussorah St, Singapore",store,1.301882,103.859648
Sabre Strokers,"285 Beach Rd, Singapore",store,1.300933,103.860538
Aljunied Brothers,"91 Arab St, Singapore",home_goods_store,1.301457,103.858946
Sasha\'s,"23 Bussorah St, Singapore",store,1.301295,103.859683
Remy Cointreau International Pte. Ltd.,"152 Beach Rd, Singapore",food,1.299118,103.859088
UAOF Store 同族一潮 . 店,"30 Haji Ln, Singapore",clothing_store,1.300641,103.859171
Herbs & Spices Group (S) Pte Ltd,"2 Pahang Street, Singapore",restaurant,1.301872,103.860624
HealthyLife (S) Products & Services,Singapore,health,1.301284,103.860032
Nanyang Old Coffee @ 325 Beach Road,"325 Beach Rd, Singapore",liquor_store,1.300781,103.860372
David Alexandre De Paris,"31 Haji Ln, Singapore",clothing_store,1.300853,103.859026
Watches-Bay.com,"329 Beach Rd, Singapore",jewelry_store,1.30133,103.861157
Ipseity,"4 Flora Rd, Singapore",department_store,1.361148,103.963445
Singapore Korean International School,"71 Bukit Tinggi Rd, Singapore",school,1.34596,103.79037
Source 53,"179 Jalan Kampong Chantek, Singapore",art_gallery,1.344634,103.78877
SAFTI Military Institute,"500 Upper Jurong Rd, Singapore",museum,1.334014,103.680579
Joyhouse Learning Centre Pte Ltd,"231 Bishan Street 23, Singapore",school,1.357349,103.84573
Aspen Clinic,"283 Bishan Street 22, Singapore",health,1.359068,103.844828
Knowledge Frontier Centre,"229 Bishan Street 23 #B1-53, Singapore",school,1.357583,103.845974
BB Shop,"237 Bishan Street 22, Singapore",clothing_store,1.358812,103.846599
Vanity Fashions Pte Ltd,"280 Bishan Street 24, Singapore",clothing_store,1.357418,103.844418
Beauty Host,"283 Bishan Street 22, Singapore",beauty_salon,1.359068,103.844828
Zener D.I.Y. Store,"888 Woodland Drive 50 #01-741, 888 Plaza, Singapore",hardware_store,1.358401,103.84552
My Little Campus (Bishan),"201 Bishan Street 23, Singapore",school,1.354964,103.847
SBCC Baby & Child Clinic (Bishan),"279 Bishan Street 24, Singapore",hospital,1.356782,103.844416
Isabelle Florist & Gifts,"279 Bishan Street 24, Singapore",florist,1.356782,103.844416
Wordplus Training Services,"280 Bishan Street 24, Singapore",school,1.357418,103.844418
Han\'s Art,"279 Bishan Street 24, Singapore",school,1.356782,103.844416
Cosway - Lock Sew Kew,"282 Bishan Street 22, Singapore",store,1.358271,103.844651
Yong Sheng Tong Hung Gar Wushu Training Centre,"280 Bishan Street 24, Singapore",school,1.357418,103.844418
Zhengfei Cultural Education Centre - Bishan Street 24,"Block 288, Bishan Street 24, #01-11, 570288, Singapore",school,1.356957,103.84504
Grasio Sports Silat School - Bishan North CC,"233 Bishan Street 22, Singapore",school,1.358639,103.845259
Hilltop Garden Restaurant Pte Ltd,"91 Bukit Batok West Avenue 2, Singapore",restaurant,1.353521,103.749862
Civil Service Club,"91 Bukit Batok West Avenue 2, Singapore",bowling_alley,1.352961,103.749344
Advance Car Rental Singapore,"Block 531 Bukit Batok Street 51, #01-132, Singapore",car_rental,1.355875,103.750226
United Pawnshop Pte Ltd,"374 Bukit Batok Street 31, Singapore",store,1.358572,103.750289
Michael Aquatic Design,Singapore,aquarium,1.352618,103.749398
Fragrance Foodstuff Pte Ltd,"375 Bukit Batok Street 31, Singapore",grocery_or_supermarket,1.358375,103.750072
STA Traditional Taekwon-do,"91 Bukit Batok West Avenue 2, Singapore",school,1.352618,103.749398
Mei Handicraft,"374 Bukit Batok Street 31, Singapore",clothing_store,1.358572,103.750289
Carol Raeburn Jewelry,"Bukit Batok Street 31, Singapore",jewelry_store,1.356652,103.749237
Fluffyheartz,"52 Bukit Batok Street 31, Singapore",store,1.357438,103.74999
Singapore Rock Candies Online Store,"56 Bukit Batok Street 31, Singapore",food,1.356697,103.749255
Indulge Patisserie Pte Ltd,"Block 374, Bukit Batok Street 31, #01-206, Singapore",bakery,1.35801,103.750602
Appetiser,"91 Bukit Batok West Avenue 2, Singapore",restaurant,1.353521,103.749862
Zulu Style Beauty and Bridal Services - Bukit Batok Branch (Bukit Gombak),"Block 374 Bukit Batok Street 31, #01-224, Singapore",clothing_store,1.35801,103.750602
Metro Parking,"91 Bukit Batok West Avenue 2, Singapore",parking,1.352618,103.749398
AHA! Drop-In,"91 Bukit Batok West Avenue 2, Singapore",amusement_park,1.352618,103.749398
Azur,"75 Airport Blvd, Singapore",restaurant,1.358695,103.987985
Breeks Cafe,"60 Airport Boulevard, #036-087-01, Viewing Mall North, Departure Hall Changi Airport T2, Singapore",restaurant,1.354606,103.989283
Ambassador Transit Hotel,"Transit Mall South, Level 3 Singapore, Singapore, Singapore",lodging,1.35607,103.989
Dian Xiao Er,"65 Airport Blvd, Singapore",restaurant,1.356716,103.98651
Soup Restaurant Changi,"60 Airport Blvd, Singapore",restaurant,1.355237,103.989084
Crowne Plaza Changi Airport,"75 Airport Blvd, Singapore",lodging,1.358545,103.98791
Hard Rock Cafe Singapore Airpot,"Changi Airport Singapore Departure/Transit Loung North Terminal 3, Unit L2AF10, Singapore",cafe,1.356116,103.986433
Burger King,"65 Airport Blvd, Singapore",restaurant,1.356716,103.98651
Prima Taste Express,"65 Airport Blvd, Singapore",restaurant,1.356716,103.98651
DFS Singapore Changi International Airport,"60 Airport Blvd, Singapore",liquor_store,1.355237,103.989082
Sakae Sushi Restaurant,"Changi Airport Mrt Station ,#02-k6 , 819664, Singapore",restaurant,1.357918,103.986922
TODS Boutique,"2 Airport Blvd, Singapore Airport",clothing_store,1.357285,103.989028
"Sony Store, Changi Airport",Singapore,electronics_store,1.356716,103.98651
Spacare International Pte Ltd,"75 Airport Boulevard, Singapore",spa,1.357918,103.986922
Nuance-Watson (Singapore) Pte Ltd,"Airport Blvd, Singapore",store,1.355654,103.989116
Avis Car Rental,"Changi Airport T1, Arrival Avis Counter, Singapore",car_rental,1.356293,103.986433
Wan Yang Health Product and Foot Reflexology Centre,"65 Airport Blvd, Singapore",health,1.356716,103.98651
Prima Taste Kitchen Changi Terminal 3,"65 Airport Blvd, Singapore",restaurant,1.35608,103.986524
The Timberland Company Pte. Ltd.,"Changi Airport Terminal 1 #021-41/42, Singapore",clothing_store,1.357226,103.986503
Sakae Holdings Ltd,"Changi Airport T3 Departure / Transit Kiosk, #02-k6, Singapore",restaurant,1.357918,103.986922
Hermès - Singapore Airport T1,Singapore,store,1.355322,103.988337
Carl\'s Jr. - Changi Airport,"65 Airport Blvd, Singapore",restaurant,1.356716,103.98651
Giordano - Terminal 3,Singapore,store,1.356716,103.98651
Seiki Travel Pte Ltd - Changi Airport T3,"65 Airport Blvd, Singapore",travel_agency,1.356716,103.98651
Bee Cheng Hiang - Terminal 2 Departure,Singapore,restaurant,1.355322,103.988337
Chomel Pte Ltd - Changi Airport Terminal,"60 Airport Blvd, Singapore",department_store,1.355322,103.988337
The Cocoa Trees - Changi Airport Terminal 3,"Airport Boulevard, #02-27, Changi Airport Terminal 3, Departure Transit Lounge South, Singapore",grocery_or_supermarket,1.356716,103.98651
Kikki.K - Changi Airport,Singapore,book_store,1.355322,103.988337
The Ultimate Transit Haven - Changi Airport,Singapore,spa,1.355322,103.988337
Tag Heuer Boutique - Changi Airport Terminal 3,Singapore,store,1.356716,103.98651
Wang Cafe - Terminal 2 Transit,"Airport Boulevard, Departure/Transit Lounge South, Changi International Airport Terminal 2, 819643, Singapore",restaurant,1.355052,103.989079
Omega Boutique - DFS,Singapore,store,1.355322,103.988337
La Perla - Changi Airport Terminal 2,Singapore,clothing_store,1.355322,103.988337
Giorgio Armani Cosmetics Singapore - Changi Airport,Singapore,store,1.355322,103.988337
Bee Cheng Hiang - Check in Hall Central,Singapore,restaurant,1.355322,103.988337
Tiffany & Co. - Changi Airport,Singapore,store,1.355322,103.988337
Home-Fix D.I.Y. Pte Ltd - Changi Airport T3,"65 Airport Blvd, Singapore",airport,1.356716,103.98651
Hertz Car Rental,"Airport Boulevard, Arrival Hall, Changi International Airport Terminal 3, 819663, Singapore",car_rental,1.355921,103.987028
The Cocoa Trees - Changi Airport,"65 Airport Blvd, Singapore",food,1.356716,103.98651
Flight 001,Singapore,book_store,1.355322,103.988337
"Wang Cafe - Transit Lounge South, Terminal 3",Singapore,restaurant,1.356716,103.98651
Chinta Manis Cafe,"60 Airport Blvd, Singapore",restaurant,1.355322,103.988337
Pocket Full of Posies - Singapore Changi Airport Terminal 2,"60 Airport Blvd, Singapore",florist,1.355654,103.989116
Chloe,"60 Changi Airport Boulevard, #B16-033/034, Changi Airport Terminal 2, 819643, Singapore",store,1.355328,103.988336
Bee Cheng Hiang - Terminal 3 Departure,Singapore,restaurant,1.356716,103.98651
Delsey - Changi Airport,Singapore,store,1.355322,103.988337
Kim Joo Guan - Changi Airport,Singapore,restaurant,1.356716,103.98651
Ice Watch,"#026-023, Departure Hall, Changi Airport Terminal 2, 819146, Singapore",store,1.355864,103.988562
Raffles Medical Group - Terminal 3,"65 Airport Blvd, Singapore",health,1.356716,103.98651
Systematic Laundromat - Changi T2,Singapore,laundry,1.355322,103.988337
Raffles Medical Group - Terminal 2,"60 Airport Blvd, Singapore",health,1.355654,103.989116
Chutney Mary - Airport,Singapore,restaurant,1.355322,103.988337
Bulgari - Terminal 2,"Unit #26-082, Departure Transit Hall Singapore, Changi Airport, Terminal 2, 918141, Singapore",store,1.356055,103.989098
Shu Uemura - Nuance Watson Terminal 3,Singapore,store,1.355322,103.988337
Faber-Castell Singapore,"T2 Arrival Drive, #026-057/58, Hudson News & Magazines, Terminal 2, Transit Lounge North, Singapore",store,1.355392,103.98864
Presto Drycleaners Pte Ltd - Changi Airport,Singapore,laundry,1.356716,103.98651
SK Jewellery - 60 Airport Boulevard,"60 Airport Blvd, Singapore",department_store,1.355322,103.988337
TT Quick Massage - Airport Boulevard,"60 Airport Blvd, Singapore",health,1.355322,103.988337
Accessorize - Changi Airport T3,"65 Airport Blvd, Singapore",store,1.356716,103.98651
Sunglass Hut International - T3,"65 Airport Blvd, Singapore",health,1.356716,103.98651
Bally - Changi Intl. Airport T1,"Changi Airport Departure, Transit East, Singapore",store,1.356127,103.989115
Madame Butterfly - Changi Airport Terminal 3,Singapore,store,1.356716,103.98651
Spinelli Coffee Company - Changi Airport Terminal 2-Central,Singapore,food,1.355322,103.988337
