name,address,type,lat,lon
The Oral Maxillofacial Practice,"3 Mt Elizabeth, Singapore",dentist,1.304662,103.835689
Elizabeth Au Oncology,"Mt Elizabeth, Singapore",health,1.304662,103.835689
"Siow Neurology, Headache & Pain Centre",Singapore,health,1.304574,103.835553
Chestmed Pte. Ltd.,"3 Mt Elizabeth, Singapore",health,1.304662,103.835689
C K Leow & Associates Pte. Ltd.,"Mt Elizabeth, Singapore",dentist,1.304662,103.835689
The Breast Surgery Centre - Mount Elizabeth,"3 Mount Elizabeth, #11-09, Mount Elizabeth Medical Centre, Singapore",health,1.304945,103.835389
Orthopaedics International,Singapore,health,1.304574,103.835553
SG Handyman Services - 81814442,"5 Changi Village Rd, Singapore",electrician,1.40272,103.9053
Combat Skirmish Singapore Pte Ltd,"900 Punggol Rd, Singapore",store,1.403049,103.9064
Cafe Salivation,"176 Race Course Rd, Singapore",store,1.310974,103.852752
Flourish!,"122 Owen Rd, Singapore",bakery,1.314084,103.852861
Butter Queen Creative Cakes,"150 South Bridge Road,, Singapore",bakery,1.285048,103.846503
Oro,"18 Cross St, Singapore",electronics_store,1.283504,103.846864
Diamond Walker Bespoke Shoes,"18 Cross St, Singapore",shoe_store,1.28344,103.846863
San Teck Soon Medical Hall Pte Ltd,"Blk 531 Upper Cross Street, #01-53 Hong Lim Complex, Singapore",pharmacy,1.284123,103.84612
Mink Architects,"210 S Bridge Rd, Singapore",home_goods_store,1.283348,103.845818
WT Partnership (S) Pte. Ltd.,"#15-06 China Square Central, 18 Cross St, Singapore",finance,1.283473,103.846923
Mallal & Namazie,"18 Cross St, Singapore",lawyer,1.283545,103.846848
Kaldi\'s Berry,"18 Cross St, Singapore",cafe,1.283473,103.846923
Toyz Crazi,"18 Cross St, Singapore",store,1.283504,103.846864
RT + Q Architects,"32 Mosque St, Singapore",home_goods_store,1.283602,103.845293
DermaSolutions,"18 Cross St, Singapore",beauty_salon,1.283478,103.846914
S & E Plumbing Enterprise,"531 Upper Cross St, Singapore",plumber,1.28443,103.84622
Amaris B. Clinic,"18 Cross St, Singapore",health,1.283353,103.84686
Stone Forest Accountserve Pte Ltd,Singapore,accounting,1.283384,103.846868
The Southbridge Hotel Pte. Ltd.,"210 S Bridge Rd, Singapore",lodging,1.283282,103.845864
Ashoka Singapore,"18 Cross St, Singapore",finance,1.283353,103.84686
Office Empire,"531 Upper Cross St, Singapore",furniture_store,1.284115,103.84567
The Chelsea Clinic - China Square Central,"18 Cross Street, #02-33, China Square Central, Singapore",health,1.283464,103.846759
Goh Yau Kee & Co‎,"531 Upper Cross St, Singapore",finance,1.284115,103.84567
Nail Vibe,"18 Cross Street, #02-27, China Square Central, Singapore",beauty_salon,1.283453,103.846824
Toyntoys - Shop,"18 Cross Street, #01-25/26 China Square Central, Singapore",store,1.283523,103.846818
Anvisage Gifts,"531 Upper Cross St, Singapore",store,1.284238,103.845724
Sun Alliances Pte Ltd,"531 Upper Cross St, Singapore",insurance_agency,1.284115,103.84567
Hong Leong Finance - Hong Lim Branch,"531 Upper Cross St, Singapore",finance,1.284115,103.84567
JD CREDIT PTE LTD,"531 Upper Cross Street, #01-38 Hong Lim Complex, Singapore",finance,1.284481,103.84619
The Design Ministry Ptd. Ltd,"178 Joo Chiat #02-02, Singapore",home_goods_store,1.312758,103.900624
GranVision D\'sign,"173A Joo Chiat Rd, Singapore",home_goods_store,1.312435,103.900313
Better4U.sg,"15 Jalan Tepong, Singapore",grocery_or_supermarket,1.313314,103.900976
ISH Interior Design Pte Ltd,"7 Crane Rd, Singapore",home_goods_store,1.312706,103.89944
Galanga Living,"7 Joo Chiat Pl, Singapore",furniture_store,1.313245,103.899999
Baby & Mom Paradise,"180 Joo Chiat Rd, Singapore",clothing_store,1.312628,103.900006
Selvni Pte Ltd,"133 Joo Chiat Rd, Singapore",bakery,1.313343,103.899598
Pho Viet Singapore,"200 Joo Chiat Rd, Singapore",cafe,1.311858,103.900563
Cake Inspiration,"48 Joo Chiat Pl, Singapore",food,1.31338,103.90144
Pre-Mat Drilling Supplies Pte Ltd,"37 Joo Koon Rd, Singapore",hardware_store,1.325468,103.670132
RPM Electrical Engineering Pte Ltd,"1 Joo Koon Way, Singapore",general_contractor,1.323128,103.669769
Lights & Bathroom Solutions @ Thomson,"308 Thomson Rd, Singapore",general_contractor,1.323289,103.842024
Uniqarts & Technologies,"50 East Coast Road, #02-32, Singapore",store,1.304547,103.904249
OCBC Securities Pte Ltd,"18 Church St, OCBC Centre South, Singapore",bank,1.28472,103.848697
Ocbc Investment Research Pte Ltd,"18 Church St, OCBC Centre South, Singapore",finance,1.28472,103.848697
Fundtech Ltd,"22 Church St, Singapore",finance,1.284535,103.848808
Subway,"1 Selegie Rd, Singapore",restaurant,1.300172,103.849439
T N T Musical Centre,"35 Selegie Road, #03-22, Parklane Shopping Mall, Singapore",store,1.300171,103.849886
Johann Strings Violins,"3 Niven Rd, Singapore",store,1.300287,103.851193
Star City Tours Pte Ltd,"35 Selegie Rd, Singapore",travel_agency,1.300629,103.849573
Databit Pte Ltd,"Superbowl Development Parklane Shopping Mall, Selegie Rd, Singapore",electronics_store,1.300626,103.849572
Anita Travel Management Pte Ltd,"35 Selegie Rd, Singapore",travel_agency,1.300629,103.849573
INMADE Business School,"210 Middle Rd, Singapore",school,1.30101,103.851025
Nectar Restaurant Singapore,"231 Outram Rd, Singapore",restaurant,1.284335,103.835157
Giordano,"Tampines Mall, Singapore",clothing_store,1.352537,103.9448
Mini Toons,"Tampines Mall, Singapore",store,1.352537,103.9448
Precious Thots,"Tampines Mall, Singapore",store,1.352537,103.9448
Poh Heng Jewellery,"Tampines Central 5 #01-04, Tampines Mall, Singapore",jewelry_store,1.35266,103.945112
Gold Heart,"Tampines Mall, 4 Tampines Central 5, #01-07 & #01-22/23/24, Singapore",jewelry_store,1.352537,103.9448
Cerisi,"Tampines Mall, Singapore",store,1.352537,103.9448
Shine Studio,"Tampines Mall, Singapore",beauty_salon,1.352537,103.9448
Blum & Co,"Tampines Mall, Singapore",clothing_store,1.352537,103.9448
Freeman Florist - 313@Somerset,"313 @ Somerset, 160 Orchard Rd, Singapore",florist,1.301182,103.838884
Chewy Junior - 313@Somerset,"313 @ Somerset, 160 Orchard Rd, Singapore",food,1.301177,103.838868
Suddenly Slender - 313 Somerset,"313 @ Somerset, 160 Orchard Rd, Singapore",beauty_salon,1.301177,103.838868
Pocket Full of Posies - 313 @ Somerset,"313 @ Somerset, 160 Orchard Rd, Singapore",florist,1.301177,103.838868
Garrett Popcorn Shops - 313@Somerset,"313 @ Somerset, 160 Orchard Rd, Singapore",grocery_or_supermarket,1.301177,103.838868
Skylake Concept Store Singapore,"71 Ubi Road 1, Singapore",store,1.307198,103.833541
Divine Cottage,Singapore,clothing_store,1.307198,103.833541
Tiara Nail,"#01-57 Far East Plaza, 14 Scotts Rd, Singapore",beauty_salon,1.307198,103.833541
The Standard Steamship Owners\' Protection And Indemnity Asso,"Cecil St, Singapore",insurance_agency,1.280292,103.848464
Communications & Power Industries Asia Inc,"140 Cecil St, Singapore",electronics_store,1.280439,103.848579
FairEx International Financial Systems Pte Ltd,"Cecil St, Singapore",finance,1.280439,103.848579
General Monitors Systems Asia Pte Ltd,"2 Raffles Link, Singapore",real_estate_agency,1.291042,103.856448
Seriously Ice Cream,"4 Everton Park, Singapore",cafe,1.2769,103.840161
Eden\'s Kitchen,"5 Everton Park, Singapore",food,1.276695,103.839414
Changi Life Style Pte Ltd,"136 Changi Rd, Singapore",health,1.316807,103.90157
AVA Insurance Brokers Pte Ltd,"91 Bencoolen St, Singapore",insurance_agency,1.300277,103.851224
Love Fiore Concept Shop (Sunshine Plaza),"91 Bencoolen St, Singapore",florist,1.300277,103.851224
ColorVizio Services Pte Ltd,"91 Bencoolen St, Singapore",store,1.300277,103.851224
Music Elements,"2 Kallang Avenue, #07-14 CT Hub, Singapore",store,1.300287,103.851193
Touch & Print,"Sunshine Terrace, Singapore",clothing_store,1.300596,103.851144
Beads Workshop,"91 Bencoolen Street #01-09, Sunshine Plaza, Singapore",jewelry_store,1.300287,103.851052
S C Mohan & Associates,"Fortune Centre #09-04, 190 Middle Road (S)188979, Singapore",accounting,1.300465,103.852068
Bacardi-Martini Singapore Pte. Ltd.,"91 Bencoolen St, Singapore",shopping_mall,1.300277,103.851224
Yuan Xing Electronics (Singapore) Pte Ltd,"63 Ubi Avenue 1, Singapore",electronics_store,1.325021,103.893779
GAAP Accounting,"63 Ubi Avenue 1, Singapore",accounting,1.325021,103.893779
Wellness Homeopathy,Singapore,health,1.303746,103.901182
TreeCube Interior Products Pte Ltd,"61 Bukit Batok Crescent, Singapore",home_goods_store,1.338499,103.756314
Ace Petro Networks Singpore Pte Ltd,"61 Bukit Batok Crescent, Singapore",store,1.338458,103.7563
GreenCity Pest Management Pte Ltd,"61 Bukit Batok Crescent, Singapore",home_goods_store,1.338458,103.7563
Water Engineers Singapore Pte Ltd,"72 Bukit Batok Crescent, Singapore",department_store,1.338447,103.756278
A\'sis Commercial Services,"61 Bukit Batok Crescent, Singapore",finance,1.338458,103.7563
Crissco (Singapore) Pte Ltd,"81 Bukit Batok Crescent, Singapore",finance,1.338521,103.755673
Xtreme Pestcare,"61 Bukit Batok Crescent, Singapore",home_goods_store,1.338458,103.7563
Nico Liu & Associates,"81 Bukit Batok Crescent, Singapore",finance,1.338521,103.755673
IS Logistics Pte Ltd,"76 Bukit Batok Crescent, Singapore",storage,1.338556,103.756085
MFF International Pte Ltd,"75 Bukit Batok Crescent, Singapore",hardware_store,1.338528,103.756133
Gowell Logistics Svs Pte Ltd,"76 Bukit Batok Crescent, Singapore",storage,1.338556,103.756085
Sperre Asia Pte Ltd,"72 Bukit Batok Crescent, Singapore",electronics_store,1.338447,103.756278
Mindlink Estate Brokers Pte Ltd,"73 Bukit Batok Crescent, Singapore",real_estate_agency,1.338474,103.756229
Peony Tea Solutions,"79 Bukit Batok Crescent, Singapore",food,1.338644,103.755944
Einvar Pte Ltd,"77 Bukit Batok Crescent, Singapore",store,1.338668,103.755916
Dascom AP Pte Ltd,"81 Bukit Batok Crescent, Singapore",store,1.338521,103.755673
Haubi\'s,"71 Bukit Batok Crescent, Singapore",restaurant,1.338708,103.755851
Minnesota Rubber and Plastics Asia Pacific,"75 Bukit Batok Crescent, Singapore",store,1.338528,103.756133
TW Business Development LLP,"71 Bukit Batok Crescent, Singapore",finance,1.338535,103.755975
Misarma Enterprise (S) Pte Ltd,"61 Bukit Batok Crescent, Singapore",food,1.338458,103.756299
kyō,"133 Cecil St, Singapore",night_club,1.280069,103.849077
Joe & Dought Pte. Ltd,"16 Collyer Quay, Singapore",restaurant,1.28422,103.852451
Guardtime Holdings Pte. Ltd.,"16 Collyer Quay, Singapore",finance,1.28416,103.852594
New Forests Asia Singapore Pte Ltd,"16 Collyer Quay, Singapore",finance,1.28422,103.852451
PT Bank Mandiri,"Collyer Quay, Singapore",bank,1.28422,103.852451
Art Index International,"16 Collyer Quay, Singapore",finance,1.28422,103.852451
VION Food International Singapore PTE Ltd,"16 Collyer Quay, Singapore",food,1.284086,103.852537
ANZ Bank - Ocean Financial Centre Branch,"10 Collyer Quay, Singapore",bank,1.283503,103.852628
PsyAsia International Pte Ltd,"55 Market St, Singapore",health,1.282407,103.850272
Marican Mediation Services Pte Ltd,"25 Cecil St, Singapore",finance,1.282643,103.850408
Emha Diamond Pte Ltd,"19 Cecil St, Singapore",jewelry_store,1.282518,103.850389
Bayard Lawyers,"30 Cecil St, Singapore",lawyer,1.282726,103.849967
Kwangtung Provincial Bank The,"60 Cecil St, Kwangtung Provincial Bank Bldg, Singapore",bank,1.282183,103.849592
Antwerp Diamond Bank Asia Pacific,"30 Cecil St, Prudential Tower, Singapore",finance,1.282726,103.849967
C N Tiew & Co,"TPI Building #04-00, 62 Cecil Street (S)049710, Singapore",accounting,1.282136,103.849463
JLT Re Asia,"Cecil St, Singapore",insurance_agency,1.282756,103.849922
Aspect Enterprise Solutions Ltd,"30 Cecil Street, Level 15, Suite No. 5, Prudential Tower, Singapore",hardware_store,1.282946,103.849779
Mount Nathan Advisors Pte Ltd,"30 Cecil Street, Level 27, Prudential Tower, Singapore",finance,1.282868,103.849876
KV Asia Capital Pte. Ltd.,"3 Church St, Singapore",finance,1.283219,103.849715
Eban International Limited (Singapore Branch),"30 Cecil St, Singapore",finance,1.282756,103.849922
Insight Partners,"Prudential Tower, Level 15, 30 Cecil Street, Singapore",finance,1.282454,103.85002
Aetna Insurance Singapore Pte Ltd,"Church St, Singapore",insurance_agency,1.283219,103.849715
Kian Soon Hardware &Trading Pte Ltd,"95 Lavender St, Singapore",hardware_store,1.311115,103.862333
Sison (Pte) Ltd,"2 Kallang Ave, Singapore",book_store,1.312404,103.863236
Time Access International,"116 Lavender St, Singapore",store,1.31187,103.862164
Design 4 Space,"93 Lavender St, Singapore",home_goods_store,1.311121,103.862234
Church Of Praise,"103 Lavender St, Singapore",church,1.311459,103.86199
The Gift Empire Pte. Ltd.,"112 Lavender Street #03=01, Far East Refrigeration Building, Singapore",store,1.311284,103.862744
Walker Safety Products Pte Ltd,"111 Defu Lane 10, Singapore",fire_station,1.354769,103.892708
Astique Clinic,"350 Orchard Road, #08-00, Shaw House, Singapore",health,1.305678,103.831583
"Haar Attic, the salon","91 Bencoolen St, Singapore",beauty_salon,1.300287,103.851193
Fun Characters International Private Limited,"Middle Rd, Singapore",finance,1.300726,103.851534
Emthesis Consulting Private Limited,"77 Sunshine Terrace, Singapore",accounting,1.300287,103.851193
Stix Graffix (Authorised Reseller),"91 Bencoolen St, Singapore",home_goods_store,1.300613,103.851126
Weilbach Singapore Pte.Ltd.,"1 Sunshine Terrace, Singapore",book_store,1.300287,103.851193
Weight Loss Kakis.com,"30 Tampines Avenue 7, Singapore",health,1.30351,103.900661
Septíème Largeur,"3 Pickering St, Singapore",shoe_store,1.284889,103.847682
Pacific Prime Singapore,"18 Cross St, Singapore",insurance_agency,1.284889,103.847682
JOOB Organic Cold Pressed Juice Bar,"3 Pickering St, Singapore",store,1.284889,103.847682
Adaptive Control Systems Pte Ltd,"48 Toh Guan Rd E, Singapore",electrician,1.336618,103.755294
Germaxco Accounts & Corporate Services Pte. Ltd.,"48 Toh Guan Rd E, Singapore",accounting,1.336618,103.755294
Durapower Asia Pte. Ltd.,"41 Toh Guan Rd E, Singapore",electronics_store,1.336568,103.756231
Tung Shun Pte Ltd,"48 Toh Guan Rd E, Singapore",food,1.336618,103.755294
Loomybin.sg,"West Coast Plaza, Singapore",store,1.303643,103.765892
Bin House S\'pore Pte. Ltd.,"328 North Bridge Road, #02-30, Singapore",store,1.295462,103.854234
Asia Water Technology Ltd.,"36 Robinson Rd, Singapore",finance,1.281158,103.849995
Oon & Bazul LLP,"36 Robinson Rd, Singapore",lawyer,1.281254,103.849753
Tenon Property Services,"36 Robinson Rd, Singapore",real_estate_agency,1.281254,103.849753
Alleviate Fish Spa,"70 Pagoda St, Singapore",spa,1.28381,103.843905
Thai Relax Spa Llp,"7 Mosque Street, Singapore",spa,1.283967,103.844101
Singapore Weight Loss,Singapore,health,1.292114,103.850691
Lyrical Moments | Singapore Wedding Photography,"Peninsula Plaza, Singapore",store,1.292445,103.850659
Singapore Banks\' Best Home Loans - Lowest Sibor/Fixed Rate-New Loan & Refinance,"111 N Bridge Rd, Singapore",bank,1.292261,103.850517
HBZ International Exchange Co (S) Pte Ltd,"111 North Bridge Road, #01-17/18, Peninsula Plaza, Singapore",finance,1.292321,103.850763
New Condo Home in Singapore Official Site By DeveloperSaleSingapore.com Team,"111 N Bridge Rd, Singapore",bank,1.292261,103.850517
Holiday Bagus Travel Services Pte Ltd,"Peninsula Plaza, Singapore",travel_agency,1.292483,103.850467
Fast Canvas Singapore,"Peninsula Plaza, Singapore",store,1.292445,103.850659
Oxford Business & Language School Peninsula Plaza,"111 N Bridge Rd, Peninsula Plaza, Singapore",school,1.292275,103.850679
Album Stories,"Peninsula Plaza, Singapore",store,1.292483,103.850467
A1 Credit,"Peninsula Plaza, Singapore",finance,1.292483,103.850467
Emjay Enterprises Pte Ltd,"111 N Bridge Rd, Singapore",home_goods_store,1.292307,103.850442
Visual Tree,"Peninsula Plaza, Singapore",store,1.29221,103.850723
Denim Jeans Singapore - Elvajeans.com - Quality Designer Imported Jeans,"111 N Bridge Rd, Singapore",clothing_store,1.292275,103.850679
Corporate Gifts Singapore - Best Corporate Gifts Suppliers,"111 N Bridge Rd, Singapore",store,1.292275,103.850679
The Lifestyle Clinic Pte. Ltd.,"Peninsula Plaza, Singapore",doctor,1.292483,103.850467
A R S Universal Pte Ltd,"111 N Bridge Rd, Singapore",store,1.292261,103.850517
Hollywoodclicks.Com Pte. Ltd.,"Peninsula Plaza, Singapore",movie_rental,1.292483,103.850467
Hour Boutique,"3 Coleman St, Singapore",store,1.291911,103.850348
Live Acoustics,"111 N Bridge Rd, Singapore",home_goods_store,1.292261,103.850517
Jupiter Global Marketing Pte Ltd,"111 N Bridge Rd, Singapore",store,1.292261,103.850517
HARMONY Beauty Care,"111 N Bridge Rd, Singapore",store,1.292232,103.85082
Ashford Management Associates,"3 Coleman Street, #02-12a, Peninsula Shopping Centre, Singapore",store,1.291658,103.850256
Because We Like It,"3 Coleman St, Singapore",store,1.291911,103.850348
Mya Thayaphu Trading,"Peninsula Plaza, Singapore",clothing_store,1.292483,103.850467
RISING FORCE SERVICES,"Peninsula Plaza, Singapore",general_contractor,1.292445,103.850659
Creative Network International (S) Pte Ltd,"Peninsula Plaza, Singapore",food,1.292483,103.850467
Natureskin LLP,"1 Bukit Batok Crescent, Singapore",store,1.337883,103.75779
Pure Interior,"3 Shenton Way, Singapore",furniture_store,1.278542,103.850011
Sill Enterprises,"3 Shenton Way, Singapore",food,1.278853,103.849942
NTUC Co Operative Dental Care Society Ltd,"3 Shenton Way, Singapore",dentist,1.278542,103.850011
CNCM Capital Pte Ltd,"3A Shenton Way, Singapore",finance,1.278269,103.849645
InfraCo Asia Development Pte. Ltd.,"3 Shenton Way, Singapore",hardware_store,1.278542,103.850011
CAS Consultants Pte Ltd,"3 Shenton Way, Singapore",finance,1.278542,103.850011
1Life Inc Pte Ltd (LifeTreatz),"3 Shenton Way, Singapore",electronics_store,1.278542,103.850011
FOREST2 Darts Cafe,"3 Shenton Way, Singapore",store,1.278542,103.850011
Magnum Singapore Pleasure Store,Singapore,restaurant,1.282748,103.853805
More Than Diamonds,"131 Tanglin Rd, Singapore",jewelry_store,1.303881,103.834695
Goldilocks Jewellery,"131 Tanglin Rd, Singapore",jewelry_store,1.303881,103.834695
Clarins Pte Ltd,"302 Orchard Rd, Singapore",store,1.303881,103.834695
The Vivant Tree Pte Ltd,"28B Hillview Terrace, Singapore",furniture_store,1.353842,103.757614
Paprika & Cumin Wine. Bar. Bistro,"#01-15/16, CHIJMES, 30 Victoria St, Singapore",bar,1.295225,103.852
Vifor Pharma Asia Pacific Pte. Ltd.,"89 Amoy St, Singapore",health,1.281073,103.847039
JMJ Associates,"88 Amoy St, Singapore",accounting,1.281086,103.847098
Singapore Reinsurance Corpn Ltd,"85 Amoy St, Singapore",insurance_agency,1.280828,103.847003
Impact Investment Exchange Asia Pte Ltd,"93A Amoy St, Singapore",finance,1.281243,103.847194
Singre (Singapore Reinsurance),"85 Amoy St, Singapore",insurance_agency,1.280828,103.847003
Strangelets,"87 Amoy St, Singapore",art_gallery,1.280945,103.847069
U21Global Graduate School,"88 Amoy St, Singapore",university,1.280979,103.847098
Alive Museum Singapore,"3 Temasek Blvd, Singapore",park,1.295968,103.858967
Kimchi Korean Restaurant,"3 Temasek Boulevard #02-387, Singapore",restaurant,1.295968,103.858967
College of Allied Educators Pte Ltd,Singapore,school,1.284527,103.849722
Island Law LLC,Singapore,lawyer,1.284527,103.849722
Bloom Florist,"1 Phillip St, Singapore",florist,1.284893,103.849929
Lepercq de Neuflize Asia Pte Ltd,"3 Phillip St, Singapore",finance,1.284674,103.849906
Grasio Sports Silat School - Geylang East Grove RC,"Block 124, Geylang East Avenue 1, #01-37, Singapore",school,1.318388,103.88667
HJ Langdon Sea Pte Ltd,"41 Tras St, Singapore",store,1.278282,103.844546
The PIT Singapore,"123 Devonshire Rd, Singapore",gym,1.278111,103.844276
Act Holdings Pte Ltd,"39 Tras St, Singapore",real_estate_agency,1.278322,103.844556
All Watches,"#01‐42, Wisma Atria, 435 Orchard Rd, Singapore",store,1.303727,103.833254
MPlastic Disposable Products Singapore,"1 Kaki Bukit Road 1, Singapore",home_goods_store,1.333075,103.903275
Megatek Enterprises (S) Pte. Ltd.,"4 Kaki Bukit Avenue 1, Singapore",furniture_store,1.332811,103.903557
Delta Electronics Int\'l (Singapore) Pte. Ltd.,"4 Kaki Bukit Avenue 1, Singapore",electronics_store,1.332811,103.903557
Me Tech Engineering Pte Ltd,"60 Kaki Bukit Pl, Singapore",electrician,1.334189,103.904814
Neltron Industrial (S) Pte Ltd,"60 Kaki Bukit Pl, Singapore",electronics_store,1.334189,103.904814
Good Friend Agency,"60 Kaki Bukit Pl, Singapore",store,1.334189,103.904814
Tisco Pte. Ltd.,"60 Kaki Bukit Pl, Singapore",food,1.334189,103.904814
Torex Semiconductor (S) Pte Ltd,"60 Kaki Bukit Pl, Singapore",electronics_store,1.334189,103.904814
Lim Fa Pte Ltd,"60 Kaki Bukit Pl, Singapore",electronics_store,1.334189,103.904814
Wong Lung Footwear Trading Pte Ltd,"6 Kaki Bukit Avenue 1, Singapore",shoe_store,1.333178,103.904093
Atron Pte Ltd,"37 Kaki Bukit Pl, Singapore",electronics_store,1.334142,103.903572
Sillage Aromatique,"5 Kaki Bukit Avenue 1, Singapore",beauty_salon,1.333219,103.903654
Jk Insurance Agencies Pte Ltd,"Cecil St, Singapore",insurance_agency,1.280223,103.848684
Insured United Agency Pte Ltd,"38M Penjuru Rd, Singapore",insurance_agency,1.303262,103.732329
Jordanns Engineering Supply Pte Ltd,"38M Penjuru Rd, Singapore",natural_feature,1.303315,103.732495
Mya Yeik Nyo Beauty Salon,"353 Woodlands Avenue 1, Singapore",beauty_salon,1.431807,103.78532
NY Wong Surgery - Colorectal Clinic,"3 Mount Elizabeth, Mount Elizabeth Medical Centre,#09-02, Singapore",health,1.304717,103.835423
Dr James Lee @ Mount Elizabeth Medical Centre,"#11-07, Mount Elizabeth Medical Centre Clinic, Singapore",health,1.304884,103.835392
Island Orthpaedic Consultants Pte Ltd (Mount Elizabeth),"3 Mt Elizabeth, Singapore",doctor,1.304662,103.835689
Shiseido,"Parkway Parade, 80 Marine Parade Rd, Singapore",beauty_salon,1.300925,103.90577
Bayb Supplies - Isetan Parkway Parade,"Parkway Parade, 80 Marine Parade Rd, Singapore",store,1.300925,103.90577
Strong Massage - Sports Massage (Parkway Parade),"80 Marine Parade Rd, Singapore",health,1.300925,103.90577
Urban Homme @ Jurong Point,"Jurong West Central 2, Singapore",beauty_salon,1.340004,103.706087
Store4You - Self Storage,"14 Ang Mo Kio, Industrial Park 2, Singapore",storage,1.372492,103.86422
Cloud 9 Living,"12 Boon Teck Rd, Singapore",general_contractor,1.326073,103.849529
Pets City,"12 Boon Teck Rd, Singapore",pet_store,1.326379,103.849664
Smile Central Dental Clinic (Hougang),"804 Hougang Central, Singapore",dentist,1.370936,103.894571
La Splendour Pte Ltd,"Orchard Rd, Singapore",jewelry_store,1.305484,103.831514
The Gallery of Gnani Arts,"190 Middle Rd, Singapore",art_gallery,1.300405,103.852241
Paul Hooi & Co,"190 Middle Rd, Singapore",accounting,1.300405,103.852241
JAL Innovation (Singapore) Pte Ltd,"190 Middle Road, #19-05, Fortune Centre, Singapore",health,1.300438,103.852233
Separator Spares International,"190 Middle Rd, Singapore",electronics_store,1.300405,103.852241
Secpac Global,"Fortune Centre, Middle Road, #19-05 190, Singapore",storage,1.300401,103.852303
Kiddy Abc,"Fortune Centre, 190 Middle Road, #19-05, Singapore",school,1.300409,103.852303
Santa Grand Hotel Bugis,"8 Jalan Kubor, Singapore",lodging,1.304041,103.85951
Aliwal Park Hotel,"79 Aliwal St, Singapore",lodging,1.30352,103.860191
ABC Backpackers Hostel,"3 Jalan Kubor, Singapore",lodging,1.303748,103.859301
Hj Maimunah Restaurant & Catering Pte Ltd,"15 Jalan Pisang, Singapore",restaurant,1.303151,103.858716
Hotel Clover,"769 N Bridge Rd, Singapore",lodging,1.3035,103.859728
Ban Hin Chon,"804 N Bridge Rd, Singapore",bicycle_store,1.303934,103.860387
Wine BOS Trading Pte Ltd,"787 N Bridge Rd, Singapore",food,1.303864,103.859955
The Dive Company Pte Ltd,"761 N Bridge Rd, Singapore",store,1.303408,103.859339
Lightcraft Pte Ltd,"131 Jalan Sultan, Singapore",home_goods_store,1.30466,103.860282
Three-D Conceptwerke,"24 Eng Hoon St, Singapore",home_goods_store,1.28362,103.834768
Renozone Interior Design House,"1 Jalan Klapa, Singapore",home_goods_store,1.304203,103.859907
Next Stage,"12 Jalan Klapa, Singapore",bicycle_store,1.304373,103.859893
Symmetry,"9 Jalan Kubor, Singapore",cafe,1.303942,103.859261
Trads Insurance Agency Pte Ltd,"97 Rangoon Rd, Singapore",insurance_agency,1.314498,103.853923
AC Ryan Asia Pacific Pte Ltd,Singapore,home_goods_store,1.334635,103.904271
ANZ,"20 Collyer Quay, Singapore",bank,1.284544,103.852803
Hitachi Transport Systems (asia) Pte Ltd,"16 Collyer Quay #17-02 Hitachi Tower, Singapore",storage,1.284462,103.852576
Generali International Limited,"20 Collyer Quay, #14-02, Tung Centre, Singapore",finance,1.284713,103.852579
National Bank of Kuwait S.A.K.,"20 Collyer Quay, Singapore",bank,1.284544,103.852803
GuocoLeisure Ltd,"20 Collyer Quay, Singapore",finance,1.284544,103.852803
Basheer Graphic Books,"Bras Basah Complex, 231 Bain St, Singapore",book_store,1.29669,103.853549
CIMB Securities,"50 Raffles Place, Singapore Land Tower, Singapore",finance,1.285022,103.85251
IG Singapore,"9 Battery Rd, Singapore",finance,1.285164,103.852302
Lucky Lucky Catering & Restaurant,"41 Mosque St, Singapore",restaurant,1.28382,103.844887
William Poh & Louis Lim,"21 Mosque St, Singapore",lawyer,1.283774,103.844703
Where to eat best restaurants Singapore,"21 Bukit Batok Crescent, Singapore",restaurant,1.338205,103.757217
Orangtee.com Pte ltd,"430 Lorong 6 Toa Payoh, Singapore",real_estate_agency,1.331461,103.849159
Unity,"Lorong 6 Toa Payoh, Singapore",pharmacy,1.33202,103.84952
SK Jewellery,"Toa Payoh HDB Hub, 520 Toa Payoh Lorong 6, #01-63, Singapore",jewelry_store,1.33202,103.84952
Impression,"184 Toa Payoh Central, Singapore",beauty_salon,1.331862,103.850296
Giordano,"Toa Payoh HDB Hub, 530 Toa Payoh Lorong 6, #01-09, Singapore",clothing_store,1.33202,103.84952
Zupon Beauty &Slimming Centre,"Toa Payoh HDB Hub, 500 Toa Payoh Lorong 6, #04-38, Singapore",beauty_salon,1.33202,103.84952
At Beauty Wellness Pte. Ltd,"185 Toa Payoh Central, Singapore",beauty_salon,1.332716,103.850018
Bliss Credit Pte. Ltd.,"186 Toa Payoh Central, Singapore",finance,1.33261,103.849972
ABR Holdings Ltd,"450 Lorong 6 Toa Payoh, #02-02, Singapore",restaurant,1.331779,103.849886
Re/Max Singapore,"HDB HUB, 490 Lorong 6 Toa Payoh, #03-12, Singapore",real_estate_agency,1.332533,103.848454
Thunder Tea (China Square) Pte Ltd,"480, Lor 6 Toa Payoh, #B1-01, HDB Hub, Singapore, Singapore",restaurant,1.332251,103.848002
The Best Beauty Centre - Headquarter,"500 Lorong 6 Toa Payoh, #04-35, HDB Hub, Singapore",beauty_salon,1.33212,103.848226
